,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
1785,1885,I can show you an ID if you want?,Bonnie,neutral,neutral,187,4,3,24,"00:08:33,095","00:08:36,014"
1786,1886,"Oh no, Im sorry, you look a lot different from the last time I-I saw you.",Rachel,surprise,positive,187,5,3,24,"00:08:36,224","00:08:40,268"
1787,1887,"Oh yeah, well I just started wearing bras again.",Bonnie,neutral,neutral,187,6,3,24,"00:08:40,520","00:08:43,396"
1788,1888,"Oh, that must be it.",Rachel,neutral,neutral,187,7,3,24,"00:08:44,190","00:08:45,941"
1789,1889,Well I hope you have fun tonight.,Phoebe,neutral,neutral,187,8,3,24,"00:08:47,485","00:08:48,735"
1790,1890,Thanks! You too.,Bonnie,joy,positive,187,9,3,24,"00:08:48,945","00:08:50,153"
1791,1891,I believe it.,Rachel,neutral,neutral,188,0,4,2,"00:09:35,324","00:09:36,992"
1792,1893,"Yes, I do.",Rachel,neutral,neutral,188,2,4,2,"0:09:39,891","0:09:40,887"
1793,1894,"No you doy'know what, youre not gonna suck me into this.",Ross,anger,negative,188,3,4,2,"00:09:40,997","00:09:47,836"
1794,1895,"Oh sure I am, because you always have to be right.",Rachel,anger,negative,188,4,4,2,"00:09:48,004","00:09:52,173"
1795,1896,"I do not always have to beokay, okay.",Ross,anger,negative,188,5,4,2,"00:09:52,341","00:09:54,467"
1796,1897,Jurassic Park,Rachel,neutral,neutral,188,6,4,2,"00:09:58,347","00:10:00,140"
1797,1898,"I'm telling you, something's wrong! My brother does not stay out all night.",Monica,fear,negative,189,0,5,12,"00:09:12,760","00:09:15,887"
1798,1899,Maybe we should check the trash chute.,Joey,neutral,neutral,189,1,5,12,"00:09:16,055","00:09:18,181"
1799,1900,Ross couldn't fit down the trash chute.,Rachel,neutral,neutral,189,2,5,12,"00:09:19,809","00:09:22,143"
1800,1901,"That's right, he almost could. Which is exactly how I got stuck there.",Joey,neutral,neutral,189,3,5,12,"00:09:22,353","00:09:27,315"
1801,1902,Hey!,Phoebe,neutral,neutral,189,4,5,12,"0:09:28,985","0:09:29,957"
1802,1903,There he is!,Rachel,joy,positive,189,5,5,12,"0:09:29,957","0:09:30,415"
1803,1904,Oh my God!  Where the hell have you been?!!,Monica,anger,negative,189,6,5,12,"00:09:30,528","00:09:34,447"
1804,1905,"Just, y'know out.",Ross,neutral,neutral,189,7,5,12,"00:09:35,283","00:09:37,534"
1805,1906,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,negative,189,8,5,12,"00:09:37,743","00:09:42,289"
1806,1907,What were you doing?,Phoebe,neutral,neutral,189,9,5,12,"00:09:42,665","00:09:43,999"
1807,1908,"I uh, went to a bar. And then I just uh, just walked around for a while.",Ross,neutral,neutral,189,10,5,12,"00:09:44,208","00:09:50,630"
1808,1910,He hooked up! He hooked up with someone.,Joey,surprise,positive,189,12,5,12,"00:09:55,845","00:10:00,390"
1809,1911,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",Ross,anger,negative,189,13,5,12,"00:10:00,600","00:10:05,353"
1810,1912,He hooked up!! Tell us about her!,Joey,joy,positive,189,14,5,12,"00:10:05,563","00:10:11,067"
1811,1913,Ross you left you scarf in Hey you guys.,Janice,neutral,neutral,189,15,5,12,"00:10:11,861","00:10:22,454"
1812,1915,"Oh yeah, that looks good.",Chandler,neutral,neutral,190,0,7,5,"0:21:24,783","0:21:26,702"
1813,1916,You guys make a,Phoebe,neutral,neutral,190,1,7,5,"0:21:26,702","0:21:29,238"
1814,1917,"Yeah, we look great together.",Joey,joy,positive,190,2,7,5,"00:21:32,165","00:21:35,751"
1815,1919,Okay.,Chandler,neutral,neutral,190,3,7,5,"00:21:36,253","00:21:37,712"
1816,1920,Wow! Imagine what our kids would look like!,Monica,joy,positive,190,4,7,5,"00:21:38,338","00:21:40,464"
1820,1924,Hey! Hey! Be careful around my Porsche!,Joey,anger,negative,191,0,6,5,"00:21:19,653","00:21:23,489"
1821,1925,Hi Joey.,Woman,neutral,neutral,191,1,6,5,"00:21:25,284","00:21:27,451"
1822,1926,Hey! How you doin?,Joey,neutral,neutral,191,2,6,5,"00:21:27,619","00:21:29,245"
1823,1927,He has the most amazing Porsche under there!,Woman,joy,positive,191,3,6,5,"00:21:29,788","00:21:32,373"
1824,1928,"Id love to show ya, but I just tucked her in.",Joey,neutral,neutral,191,4,6,5,"0:21:32,541","0:21:34,961"
1825,1929,Shes sleeping.,Joey,neutral,neutral,191,5,6,5,"0:21:34,961","0:21:35,729"
1826,1930,"Hey uh, would you two girls like to go for a drink?",Joey,neutral,neutral,191,6,6,5,"00:21:37,337","00:21:39,422"
1827,1931,"Well, the old lady died.",Ross,sadness,negative,192,0,8,7,"0:21:21,905","0:21:24,387"
1828,1932,And how do I know?,Ross,neutral,neutral,192,1,8,7,"0:21:24,387","0:21:26,002"
1829,1933,Her dying wish was for one last kiss.,Ross,neutral,neutral,192,2,8,7,"00:21:26,118","00:21:29,495"
1830,1934,"But I dont care,  because you got the apartment.",Ross,joy,positive,192,3,8,7,"0:21:31,832","0:21:35,054"
1831,1935,Yes!,Ross,joy,positive,192,4,8,7,"0:21:35,054","0:21:35,801"
1832,1936,Ewww. Yeah. Umm. I think Im gonna stay here.,Rachel,disgust,negative,192,5,8,7,"00:21:35,919","00:21:41,966"
1833,1937,Isnt that great?,Joey,joy,positive,192,6,8,7,"00:21:42,134","00:21:44,260"
1834,1938,Ezels!!,Ross,disgust,negative,192,7,8,7,"00:21:47,389","00:21:48,973"
1835,1939,"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, its not your fault.",Phoebe,neutral,neutral,193,0,3,14,"00:13:39,193","00:13:52,914"
1836,1940,"Wow, thats great.",Leslie,joy,positive,193,1,3,14,"00:13:53,707","00:13:54,999"
1837,1941,"Oh, yeah!",Phoebe,joy,positive,193,2,3,14,"00:13:55,167","00:13:58,169"
1838,1942,"Y'know you could totally sell this. Itd be perfect for like umm, a kitty litter campaign.",Leslie,neutral,neutral,193,3,3,14,"00:13:55,167","00:14:02,257"
1839,1943,"I..., a jingle? No, no-no-no, no.",Phoebe,neutral,neutral,193,4,3,14,"00:14:03,092","00:14:05,343"
1840,1944,What? Why not? You could make a ton of money.,Leslie,surprise,negative,193,5,3,14,"00:14:05,511","00:14:07,178"
1841,1945,"Okay, well if I was in this for the money, Id be a millionaire by now, y'know.",Phoebe,neutral,neutral,193,6,3,14,"00:14:07,346","00:14:10,849"
1842,1946,You just got to get out of that jingle head sweetie.,Phoebe,neutral,neutral,193,7,3,14,"00:14:12,601","00:14:14,978"
1843,1947,"Aw, youre right, youre right. Im sorry.",Leslie,neutral,neutral,194,0,3,10,"00:14:15,980","00:14:18,773"
1844,1948,"Thats okay. All right, Im gonna play song thats really, really sad. Its called Magician Box Mix Up.",Phoebe,joy,positive,194,1,3,10,"00:14:18,941","00:14:26,406"
1845,1949,"Okay sir, um-mm, let see if I got this right.",Rachel,neutral,neutral,195,0,3,5,"00:18:29,691","00:18:31,859"
1846,1950,"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",Rachel,neutral,neutral,195,1,3,5,"00:18:35,656","00:18:40,701"
1847,1951,"Okay, great.",Rachel,joy,positive,195,2,3,5,"00:18:40,869","00:18:42,370"
1848,1952,You freak.,Rachel,disgust,negative,195,3,3,5,"00:18:42,538","00:18:44,956"
1849,1953,Thank you.,Ross,joy,positive,195,4,3,5,"0:18:50,712","0:18:53,173"
1850,1954,"Um, coffee to go, please.",Isabella,neutral,neutral,195,5,3,5,"0:18:53,173","0:18:54,252"
1851,1955,Isabella Rosselini.,Ross,neutral,neutral,195,6,3,5,"00:18:57,886","00:18:59,387"
1852,1956,Are you serious?  Oh my God.,Monica,surprise,positive,195,7,3,5,"00:18:59,555","00:19:02,140"
1853,1957,Damn! I cant believe I took her off my list.,Ross,anger,negative,195,8,3,5,"00:19:02,307","00:19:05,893"
1854,1958,Why? Cause otherwise youd go for it?,Monica,neutral,neutral,195,9,3,5,"00:19:06,061","00:19:08,271"
1855,1959,"Yeah, maybe.",Ross,neutral,neutral,195,10,3,5,"00:19:10,983","00:19:12,108"
1856,1960,"Oh-oh, you lie.",Rachel,disgust,negative,195,11,3,5,"00:19:12,276","00:19:15,069"
1857,1961,What you dont think Id go up to her?,Ross,neutral,neutral,195,12,3,5,"00:19:15,237","00:19:17,280"
1858,1962,"Ross, it took you ten years to finally admit you liked me.",Rachel,neutral,neutral,195,13,3,5,"00:19:17,447","00:19:21,242"
1859,1963,"Yeah, well missy, you better be glad that list is laminated.",Ross,anger,negative,195,14,3,5,"00:19:23,245","00:19:28,749"
1863,1967,"Rach, are you really gonna let him do this?",Monica,surprise,positive,195,18,3,5,"00:19:38,844","00:19:40,887"
1864,1968,"Honey, hes about to go hit on Isabella Rosselini. Im just sorry we dont got popcorn.",Rachel,joy,positive,195,19,3,5,"00:19:41,054","00:19:46,309"
1865,1969,"Okay, that's, that's enough.",Ross,neutral,neutral,196,0,3,4,"00:21:54,646","00:21:56,397"
1866,1971,Won't you dance around with me.,Ross,neutral,neutral,196,1,3,4,"00:22:04,406","00:22:06,866"
1867,1972,A-ha!!!,Monica,surprise,positive,196,2,3,4,"00:22:06,000","00:22:06,866"
1868,1973,"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",Joey,joy,positive,197,0,5,24,"00:08:26,297","00:08:31,968"
1869,1974,Excuse me?,Joey's Hand Twin,surprise,negative,197,1,5,24,"0:08:32,595","0:08:33,397"
1870,1975,"It's me, Joey!",Joey,joy,positive,197,2,5,24,"0:08:33,397","0:08:34,857"
1871,1976,Do I know you?,Joey's Hand Twin,surprise,positive,197,3,5,24,"00:08:35,014","00:08:37,307"
1872,1977,Joey!,Joey,joy,positive,197,4,5,24,"00:08:37,517","00:08:38,892"
1873,1978,"Oh-ho, yeah. Yeah, the hand guy.",Joey's Hand Twin,neutral,neutral,197,5,5,24,"00:08:42,438","00:08:44,731"
1874,1979,Okay thats fair.,Joey,neutral,neutral,197,6,5,24,"00:09:30,861","00:09:34,573"
1875,1980,All right.,Ross,neutral,neutral,197,7,5,24,"00:09:41,956","00:09:43,415"
1876,1981,Good!,Phoebe,neutral,neutral,198,0,6,25,"00:13:09,121","00:13:10,663"
1877,1982,Pick one.,Rachel,neutral,neutral,198,1,6,25,"00:13:15,085","00:13:16,795"
1878,1983,Left!  Thank you.,Phoebe,joy,positive,198,2,6,25,"00:13:15,085","00:13:19,923"
1883,1989,"Rachel, were sorry for pushing those guys on you.",Phoebe,sadness,negative,199,0,6,19,"00:20:44,618","00:20:47,245"
1884,1990,Oh thats all right!,Rachel,joy,positive,199,1,6,19,"0:20:47,412","0:20:48,264"
1893,2000,Oh-oh Professor Geller.,Rachel,neutral,neutral,199,10,6,19,"00:21:24,700","00:21:28,244"
1894,2001,"Ahh, to be 13 again.",Joey,neutral,neutral,199,11,6,19,"00:21:30,580","00:21:33,040"
1902,2010,Ooooh! Freeze him out.,Joey,joy,positive,200,7,6,23,"0:14:15,187","0:14:16,522"
1903,2011,Thats right!,Ross,joy,positive,200,8,6,23,"0:14:16,522","0:14:16,663"
1904,2012,I like it!,Joey,joy,positive,200,9,6,23,"00:14:16,772","00:14:18,356"
1905,2013,Doorknob?,Elizabeth,neutral,neutral,201,0,6,19,"00:07:48,718","00:07:50,635"
1906,2014,"Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",Ross,neutral,neutral,201,1,6,19,"00:07:56,851","00:07:59,311"
1907,2015,Oh good.,Elizabeth,joy,positive,201,2,6,19,"00:10:08,941","00:10:10,650"
1908,2016,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",Ross,fear,negative,201,3,6,19,"00:10:12,403","00:10:26,916"
1909,2017,"So, Im sorry I just dont think we should go away together yet.",Ross,sadness,negative,201,4,6,19,"00:10:27,084","00:10:30,128"
1910,2018,Its-its too soon.,Ross,fear,negative,201,5,6,19,"00:10:30,296","00:10:31,463"
1911,2019,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that Im going to Florida for a couple weeks.",Elizabeth,surprise,positive,201,6,6,19,"00:10:31,631","00:10:40,263"
1912,2020,No. I think you misunderstood what,Ross,surprise,positive,201,7,6,19,"00:10:44,268","00:10:50,482"
1913,2021,You are so adorable.,Elizabeth,joy,positive,201,8,6,19,"00:10:51,150","00:10:53,985"
1914,2022,That! Lets talk about that.,Ross,joy,positive,201,9,6,19,"00:10:54,153","00:10:57,697"
1915,2023,Hey!,Chandler,joy,positive,202,0,6,5,"0:16:55,848","0:16:57,809"
1916,2024,How do you feel?,Phoebe,neutral,neutral,202,1,6,5,"0:16:57,809","0:16:58,343"
1917,2025,"Well, lets just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",Chandler,neutral,neutral,202,2,6,5,"00:16:58,434","00:17:04,272"
1918,2026,"Okay, so I",Phoebe,neutral,neutral,202,3,6,5,"00:17:05,816","00:17:08,860"
1919,2027,And protected them from a tornado?,Chandler,neutral,neutral,202,4,6,5,"00:17:11,113","00:17:13,990"
1920,2028,Oh my God.,Monica,surprise,negative,202,5,6,5,"00:17:17,786","00:17:18,870"
1921,2029,"I know, the babies are asleep.",Phoebe,neutral,neutral,202,6,6,5,"00:17:19,038","00:17:21,664"
1922,2030,"Phoebe, what, what happened here?!",Monica,surprise,negative,202,7,6,5,"00:17:22,332","00:17:24,417"
1923,2031,I did it! I took care of the babies all by myself!,Phoebe,joy,positive,202,8,6,5,"00:17:24,585","00:17:27,420"
1924,2032,But my apartment!,Monica,surprise,negative,202,9,6,5,"0:17:27,588","0:17:31,634"
1925,2035,Is not as important as the fact that Phoebe took care of the babies all by herself.,Chandler,neutral,neutral,202,12,6,5,"00:17:34,595","00:17:38,389"
1926,2036,"Youre right, youre right I shouldnt freak out.",Monica,neutral,neutral,202,13,6,5,"00:17:39,725","00:17:42,518"
1927,2037,Cause this is what will happen when you and I have babies!,Monica,neutral,neutral,202,14,6,5,"00:17:42,686","00:17:44,687"
1928,2038,When will that be?,Monica,neutral,neutral,202,15,6,5,"00:17:44,855","00:17:46,689"
1931,2043,What?! It is?!,Ross,surprise,positive,203,1,8,14,"00:06:28,440","00:06:30,660"
1932,2044,Its not kicking right now. Although we would love to see you do  that again.,Rachel,joy,positive,203,2,8,14,"00:06:35,360","00:06:41,800"
1937,2049,"Well, the biggest news is still you dumping Barry at the altar!",Kiki,neutral,neutral,204,1,1,4,"00:07:34,287","00:07:38,123"
1938,2050,Alright. Let's talk reality for a second.,Joanne,neutral,neutral,204,2,1,4,"0:07:40,293","0:07:43,380"
1939,2051,Okay.,Rachel,neutral,neutral,204,3,1,4,"0:07:43,380","0:07:44,064"
1940,2052,When are you coming home?,Joanne,neutral,neutral,204,4,1,4,"00:07:44,172","00:07:46,506"
1941,2053,"What? Guys, I'm not.",Rachel,surprise,positive,204,5,1,4,"00:07:46,674","00:07:47,799"
1942,2054,"C'mon, this is us.",Joanne,neutral,neutral,204,6,1,4,"00:07:47,967","00:07:52,637"
1943,2055,I'm not! This is what I'm doing now. I've got this job-,Rachel,neutral,neutral,204,7,1,4,"00:07:52,805","00:07:56,308"
1944,2056,Waitressing?,Kiki,surprise,negative,204,8,1,4,"00:07:56,476","00:07:58,143"
1945,2057,"Okay, I'm not just waitressing.",Rachel,neutral,neutral,204,9,1,4,"00:07:56,476","00:08:01,062"
1946,2058,I'm..,Rachel,neutral,neutral,204,10,1,4,"00:07:58,311","00:08:01,062"
1947,2059,"I, um...",Rachel,neutral,neutral,204,11,1,4,"00:08:03,858","00:08:05,525"
1948,2060,"I write the specials on the specials board, and, uh... and I, uh...",Rachel,neutral,neutral,204,12,1,4,"00:08:06,110","00:08:09,654"
1949,2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083"
1950,2062,"We get off around midnight, why don't we pick you up then?",Fireman No. 3,neutral,neutral,205,0,1,14,"00:22:03,155","00:22:05,489"
1951,2063,"So, um, will you bring the truck?",Rachel,neutral,neutral,205,1,1,14,"00:22:08,076","00:22:10,703"
1952,2064,I'll even let you ring the bell.,Fireman No. 3,neutral,neutral,205,2,1,14,"00:22:13,206","00:22:15,708"
1953,2065,"Oh, my god.",Rachel,surprise,positive,205,3,1,14,"00:22:21,006","00:22:22,256"
1954,2066,"See, there you go, the cleansing works!",Phoebe,joy,positive,205,4,1,14,"00:22:23,383","00:22:27,720"
1955,2067,They're nice guys.,Monica,neutral,neutral,205,5,1,14,"00:22:27,971","00:22:29,430"
1956,2068,"Oh, they're firemen guys.",Rachel,joy,positive,205,6,1,14,"00:22:27,971","00:22:32,058"
1957,2069,Your son.,Susan,neutral,neutral,206,0,1,23,"00:08:02,023","00:08:03,398"
1972,2086,Thanks a lot.,Ross,anger,negative,206,15,1,23,"0:08:45,107","0:08:45,983"
1975,2089,Out,Carol,anger,negative,206,18,1,23,"0:08:47,694","0:08:49,225"
1976,2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,joy,positive,207,0,3,15,"00:14:12,393","00:14:21,192"
1977,2091,"Well, you just asked if I wanted to go to bed with you tonight.",Mischa,neutral,neutral,207,1,3,15,"00:14:21,360","00:14:24,779"
1978,2092,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,positive,207,2,3,15,"00:14:28,534","00:14:33,872"
1979,2093,"Knock, knock, knock, knock, hi.",Phoebe,neutral,neutral,207,3,3,15,"00:14:32,454","00:14:33,872"
1980,2094,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",Phoebe,neutral,neutral,207,4,3,15,"00:14:34,123","00:14:42,088"
1981,2095,You didnt say Boutros Boutros Gali.,Phoebe,neutral,neutral,207,5,3,15,"0:14:45,676","0:14:47,698"
1982,2096,Boutros Boutros Gali.,Mischa,neutral,neutral,207,6,3,15,"0:14:47,698","0:14:48,557"
1983,2097,He says he was too.,Mischa,neutral,neutral,207,7,3,15,"00:14:53,058","00:14:54,225"
1984,2098,Interesting.,Phoebe,neutral,neutral,207,8,3,15,"00:14:54,393","00:14:56,311"
1985,2099,So I was wondering....,Mischa,neutral,neutral,207,9,3,15,"00:14:57,521","00:14:59,772"
1986,2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,joy,positive,207,10,3,15,"00:14:59,940","00:15:09,282"
1987,2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,positive,207,11,3,15,"00:15:22,838","00:15:28,343"
1988,2102,So you're a chef?,Mischa,neutral,neutral,207,12,3,15,"00:15:25,925","00:15:28,343"
1989,2103,Im also thinking about opening up my own restaurant.,Monica,joy,positive,207,13,3,15,"00:15:29,845","00:15:32,221"
1990,2104,"Oh, really.",Mischa,surprise,positive,207,14,3,15,"00:15:32,389","00:15:33,890"
1991,2105,"Monica, can I talk to you behind my menu, please.  What are you doing?",Phoebe,neutral,neutral,207,15,3,15,"00:15:34,058","00:15:36,017"
1992,2106,"Well, I was having a conversation.",Monica,neutral,neutral,207,16,3,15,"00:15:39,271","00:15:42,398"
1993,2107,"Yeah but, Mischa is so interested in you, that Sergei and I havent been able to say two words to each other.",Phoebe,anger,negative,207,17,3,15,"00:15:42,566","00:15:50,990"
1994,2108,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,negative,207,18,3,15,"00:15:47,821","00:15:50,990"
1995,2109,That would be great. Thank you.,Phoebe,neutral,neutral,207,19,3,15,"00:15:51,158","00:15:52,867"
1996,2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,negative,208,0,5,10,"00:15:09,575","00:15:15,496"
1997,2111,"Oh, y'know the same thing happened to me one time.",Joey,neutral,neutral,208,1,5,10,"00:15:15,506","00:15:18,666"
